,location,total_sqft,bath,price,bhk
4595,Kasavanhalli,1309.0,2.0,95.0,2
4596,Kasavanhalli,1476.0,3.0,105.0,3
4597,Kasavanhalli,1158.0,2.0,67.0,2
4598,Kasavanhalli,1214.0,2.0,67.0,2
4599,Kasavanhalli,2110.0,4.0,120.0,3
4600,Kasavanhalli,1495.0,2.0,110.0,2
4601,Kasavanhalli,1575.0,2.0,85.0,2
4602,Kasavanhalli,1069.0,2.0,55.0,2
4603,Kasavanhalli,1100.0,2.0,68.0,2
4604,Kasavanhalli,1715.0,3.0,112.0,3
4605,Kasavanhalli,1100.0,2.0,65.0,2
4606,Kasavanhalli,1230.0,2.0,66.25,2
4607,Kasavanhalli,1819.0,3.0,150.0,3
4610,Kasavanhalli,1585.0,2.0,90.0,2
4611,Kasavanhalli,1245.0,2.0,80.0,2
4612,Kasavanhalli,2035.0,3.0,142.0,3
4613,Kasavanhalli,1747.0,3.0,110.0,3
4614,Kasavanhalli,1377.0,2.0,80.0,2
4615,Kasavanhalli,1181.0,2.0,61.0,2
4616,Kasavanhalli,1121.0,2.0,75.0,2
4617,Kasturi Nagar,1925.0,3.0,125.0,3
4618,Kasturi Nagar,1567.0,2.0,92.0,2
4621,Kasturi Nagar,1080.0,2.0,80.0,2
4622,Kasturi Nagar,1101.0,2.0,65.0,2
4624,Kasturi Nagar,1896.0,3.0,125.0,4
4625,Kasturi Nagar,1100.0,2.0,58.0,2
4626,Kasturi Nagar,1570.0,3.0,110.0,3
4627,Kasturi Nagar,1000.0,2.0,58.0,2
4628,Kasturi Nagar,1101.0,2.0,66.0,2
4629,Kasturi Nagar,2507.0,4.0,155.0,4
4630,Kathriguppe,1400.0,2.0,77.0,3
4631,Kathriguppe,1250.0,2.0,68.75,3
4632,Kathriguppe,1245.0,2.0,68.48,3
4633,Kathriguppe,1350.0,2.0,87.01,3
4634,Kathriguppe,1350.0,2.0,80.99,3
4635,Kathriguppe,1365.0,2.0,75.08,3
4636,Kathriguppe,1300.0,3.0,77.99,3
4637,Kathriguppe,1350.0,2.0,80.99,3
4638,Kathriguppe,1390.0,2.0,76.45,3
4639,Kathriguppe,1350.0,3.0,78.3,3
4640,Kathriguppe,1250.0,2.0,68.75,3
4641,Kathriguppe,1300.0,3.0,77.99,3
4642,Kathriguppe,1335.0,2.0,73.43,3
4643,Kathriguppe,1300.0,3.0,77.99,3
4644,Kathriguppe,1300.0,3.0,77.99,3
4645,Kathriguppe,1335.0,2.0,73.43,3
4646,Kathriguppe,1350.0,3.0,80.99,3
4647,Kathriguppe,1250.0,2.0,68.75,2
4648,Kathriguppe,1350.0,3.0,80.99,3
4649,Kaval Byrasandra,460.0,1.0,22.0,2
4650,Kaval Byrasandra,1200.0,2.0,52.0,2
4651,Kaval Byrasandra,1020.0,2.0,52.0,2
4652,Kaval Byrasandra,1200.0,2.0,49.5,2
4653,Kaval Byrasandra,945.0,2.0,50.0,2
4654,Kaval Byrasandra,1060.0,2.0,45.0,2
4655,Kaval Byrasandra,1100.0,2.0,46.0,2
4656,Kaval Byrasandra,1185.0,2.0,49.0,2
4657,Kaval Byrasandra,997.0,2.0,53.0,2
4658,Kaval Byrasandra,1060.0,2.0,42.0,2
4659,Kaval Byrasandra,480.0,1.0,25.0,1
4660,Kaval Byrasandra,1125.0,2.0,41.5,2
4661,Kaval Byrasandra,1180.0,2.0,60.0,2
4662,Kaval Byrasandra,1450.0,3.0,75.0,3
4663,Kaval Byrasandra,1066.0,2.0,55.0,2
4664,Kaval Byrasandra,1025.0,2.0,60.0,2
4666,Kaval Byrasandra,2700.0,3.0,200.0,3
4667,Kaval Byrasandra,1400.0,3.0,75.0,3
4668,Kenchenahalli,1015.0,2.0,58.0,2
4669,Kenchenahalli,715.0,1.0,45.0,1
4670,Kenchenahalli,1150.0,2.0,58.0,2
4671,Kenchenahalli,1280.0,2.0,69.0,3
4672,Kenchenahalli,1410.0,2.0,73.0,3
4673,Kenchenahalli,870.0,1.0,45.0,2
4674,Kenchenahalli,1150.0,2.0,60.0,2
4675,Kenchenahalli,700.0,1.0,35.0,1
4676,Kenchenahalli,1165.0,2.0,45.0,2
4677,Kenchenahalli,1060.0,2.0,52.0,2
4678,Kenchenahalli,1150.0,2.0,57.0,2
4679,Kenchenahalli,1720.0,3.0,100.0,3
4680,Kenchenahalli,1015.0,2.0,60.0,2
4682,Kengeri,750.0,2.0,38.0,2
4684,Kengeri,340.0,1.0,10.0,1
4686,Kengeri,8000.0,5.0,500.0,5
4687,Kengeri,1200.0,2.0,58.0,2
4691,Kengeri,1025.0,2.0,57.0,2
4694,Kengeri,1082.0,2.0,49.0,3
4697,Kengeri,750.0,2.0,36.0,2
4700,Kengeri,726.0,2.0,35.0,2
4702,Kengeri,416.0,1.0,19.5,1
4703,Kengeri,900.0,2.0,45.0,2
4706,Kengeri,502.0,1.0,25.0,1
4708,Kengeri,1200.0,3.0,67.0,3
4710,Kengeri,500.0,1.0,17.0,1
4711,Kengeri,540.0,1.0,22.5,1
4712,Kengeri,750.0,2.0,35.5,2
4713,Kengeri,1741.0,3.0,80.0,3
4715,Kengeri,1200.0,2.0,58.0,2
4716,Kengeri,400.0,2.0,25.0,1
4718,Kengeri,1230.0,2.0,52.0,3
4719,Kengeri,750.0,2.0,36.5,2
4720,Kengeri,2540.0,4.0,160.0,4
4722,Kengeri,416.0,1.0,18.0,1
4724,Kengeri,883.0,2.0,49.0,2
4725,Kengeri,1052.0,2.0,51.0,2
4727,Kengeri,1220.0,2.0,63.0,2
4728,Kengeri,1150.0,1.0,52.0,1
4729,Kengeri,1192.0,2.0,53.5,2
4731,Kengeri,750.0,2.0,40.0,2
4732,Kengeri,600.0,1.0,35.0,1
4734,Kengeri,1035.0,2.0,51.5,2
4735,Kengeri,3000.0,5.0,130.0,8
4736,Kengeri,410.0,1.0,15.0,1
4737,Kengeri,400.0,1.0,25.0,1
4738,Kengeri,416.0,1.0,17.19,1
4741,Kengeri,2500.0,4.0,100.0,5
4742,Kengeri,550.0,1.0,16.75,1
4743,Kengeri Satellite Town,890.0,2.0,35.0,2
4744,Kengeri Satellite Town,883.0,2.0,45.0,2
4745,Kengeri Satellite Town,1415.0,2.0,66.0,3
4746,Kengeri Satellite Town,930.0,1.0,30.0,1
4747,Kengeri Satellite Town,1635.0,2.0,78.0,3
4748,Kengeri Satellite Town,1050.0,2.0,43.0,2
4749,Kengeri Satellite Town,1007.0,2.0,42.0,2
4750,Kengeri Satellite Town,1043.0,2.0,65.0,2
4751,Kengeri Satellite Town,635.0,1.0,22.0,2
4752,Kengeri Satellite Town,818.0,2.0,26.0,2
4753,Kengeri Satellite Town,1030.0,2.0,50.0,2
4754,Kengeri Satellite Town,1200.0,2.0,65.0,2
4755,Kengeri Satellite Town,795.0,2.0,32.0,2
4756,Kengeri Satellite Town,560.0,2.0,16.6,2
4757,Kengeri Satellite Town,1302.5,2.0,44.285,2
4758,Kengeri Satellite Town,800.0,2.0,40.0,2
4759,Kengeri Satellite Town,654.0,1.0,22.0,1
4760,Kengeri Satellite Town,1060.0,2.0,42.0,2
4761,Kengeri Satellite Town,750.0,2.0,33.0,2
4762,Kengeri Satellite Town,920.0,2.0,39.0,2
4763,Kengeri Satellite Town,985.0,2.0,42.0,2
4764,Kengeri Satellite Town,2480.0,2.0,160.0,2
4765,Kengeri Satellite Town,410.0,1.0,15.0,1
4766,Kengeri Satellite Town,1120.0,2.0,49.0,2
4768,Kengeri Satellite Town,1200.0,5.0,70.0,5
4769,Kengeri Satellite Town,936.0,2.0,60.84,4
4770,Kengeri Satellite Town,1110.0,2.0,43.0,2
4771,Kengeri Satellite Town,1170.0,2.0,50.0,2
4772,Kengeri Satellite Town,777.4,2.0,25.0,2
4773,Kengeri Satellite Town,1025.0,2.0,28.57,2
4775,Kengeri Satellite Town,800.0,2.0,32.0,2
4776,Kereguddadahalli,950.0,2.0,32.0,2
4777,Kereguddadahalli,1400.0,2.0,48.0,3
4778,Kereguddadahalli,800.0,2.0,28.0,2
4779,Kereguddadahalli,904.0,2.0,30.0,2
4781,Kereguddadahalli,1000.0,2.0,30.0,2
4782,Kereguddadahalli,1240.0,3.0,41.0,3
4783,Kereguddadahalli,600.0,1.0,19.5,1
4784,Kereguddadahalli,1080.0,2.0,32.0,2
4785,Kereguddadahalli,1000.0,2.0,34.0,2
4786,Kereguddadahalli,1105.0,2.0,27.6,2
4788,Kereguddadahalli,800.0,2.0,33.0,2
4790,Kereguddadahalli,1015.0,2.0,35.0,2
4791,Kodichikkanahalli,1190.0,2.0,57.0,3
4792,Kodichikkanahalli,995.0,2.0,41.0,2
4793,Kodichikkanahalli,650.0,1.0,38.0,1
4794,Kodichikkanahalli,2700.0,7.0,125.0,5
4795,Kodichikkanahalli,1495.0,2.0,75.0,3
4796,Kodichikkanahalli,3250.0,4.0,180.0,4
4797,Kodichikkanahalli,1125.0,2.0,52.0,2
4798,Kodichikkanahalli,1150.0,2.0,48.0,2
4799,Kodichikkanahalli,1070.0,2.0,43.0,2
4800,Kodichikkanahalli,1620.0,2.0,85.0,3
4802,Kodichikkanahalli,1025.0,2.0,66.0,2
4803,Kodichikkanahalli,1026.0,2.0,45.0,2
4804,Kodichikkanahalli,2500.0,7.0,125.0,5
4805,Kodichikkanahalli,450.0,1.0,18.0,1
4806,Kodichikkanahalli,907.0,2.0,38.5,2
4807,Kodichikkanahalli,1181.0,2.0,57.0,2
4808,Kodichikkanahalli,900.0,2.0,42.0,2
4810,Kodichikkanahalli,1680.0,2.0,59.0,2
4811,Kodichikkanahalli,1400.0,3.0,66.0,3
4812,Kodichikkanahalli,976.0,2.0,50.0,2
4813,Kodichikkanahalli,2700.0,4.0,125.0,5
4814,Kodichikkanahalli,1299.0,2.0,58.0,2
4815,Kodichikkanahalli,900.0,2.0,35.0,2
4816,Kodigehaali,1166.0,2.0,55.0,2
4817,Kodigehaali,1320.0,3.0,65.0,3
4818,Kodigehaali,1117.0,2.0,56.0,2
4819,Kodigehaali,1200.0,2.0,55.0,2
4820,Kodigehaali,1200.0,2.0,60.0,2
4821,Kodigehaali,2120.0,3.0,177.0,3
4822,Kodigehaali,1013.0,2.0,51.0,2
4823,Kodigehaali,1324.0,3.0,65.0,3
4824,Kodigehaali,965.0,2.0,38.0,2
4825,Kodigehaali,866.0,2.0,32.0,2
4826,Kodigehaali,1442.0,3.0,80.0,3
4827,Kodigehalli,1270.0,2.0,98.0,2
4828,Kodigehalli,655.0,1.0,53.0,1
4829,Kodigehalli,1820.0,3.0,150.0,3
4830,Kodigehalli,500.0,1.0,55.0,2
4831,Kodigehalli,600.0,3.0,85.0,4
4832,Kodigehalli,1200.0,4.0,156.0,3
4833,Kodihalli,3252.0,5.0,335.0,4
4834,Kodihalli,2700.0,4.0,270.0,3
4835,Kodihalli,2392.0,4.0,260.0,3
4836,Kodihalli,2408.0,4.0,260.0,3
4837,Kodihalli,2500.0,4.0,260.0,3
4838,Kodihalli,1620.0,3.0,130.0,3
4839,Kodihalli,3260.0,5.0,388.0,4
4840,Kodihalli,3197.0,5.0,335.0,4
4841,Kodihalli,1490.0,2.0,150.0,2
4842,Kogilu,1909.0,3.0,88.0,3
4844,Kogilu,1170.0,2.0,51.99,2
4845,Kogilu,650.0,2.0,28.0,2
4846,Kogilu,1140.0,2.0,50.66,2
4847,Kogilu,1200.0,2.0,53.33,2
4848,Kogilu,1934.0,3.0,150.0,3
4849,Kogilu,540.0,1.0,36.0,1
4850,Kogilu,1559.0,3.0,127.0,3
4851,Kogilu,1190.0,2.0,50.66,2
4852,Kogilu,1140.0,2.0,50.66,2
4853,Kogilu,1559.0,3.0,120.0,3
4854,Kogilu,700.0,1.0,30.84,1
4855,Kogilu,1250.0,2.0,55.55,2
4856,Kogilu,1200.0,2.0,53.33,2
4857,Kogilu,1200.0,6.0,105.0,8
4858,Kogilu,952.0,2.0,49.0,2
4859,Kogilu,700.0,1.0,30.84,1
4860,Kogilu,1250.0,2.0,55.55,2
4861,Kogilu,2456.0,7.0,85.0,7
4862,Kogilu,1140.0,2.0,50.66,2
4863,Kogilu,1140.0,2.0,50.66,2
4864,Konanakunte,2791.0,3.0,223.0,3
4865,Konanakunte,884.0,1.0,58.0,2
4866,Konanakunte,1200.0,4.0,125.0,4
4867,Konanakunte,1200.0,2.0,130.0,4
4868,Konanakunte,2400.0,2.0,180.0,3
4869,Konanakunte,3746.0,6.0,375.0,4
4870,Konanakunte,1590.0,6.0,150.0,9
4871,Konanakunte,1423.0,2.0,85.0,3
4872,Koramangala,1320.0,2.0,165.0,2
4873,Koramangala,1253.0,2.0,102.0,2
4874,Koramangala,1580.0,3.0,160.0,3
4876,Koramangala,3500.0,5.0,425.0,4
4877,Koramangala,1005.0,1.0,110.0,2
4878,Koramangala,2292.0,4.0,275.0,3
4880,Koramangala,1290.0,2.0,100.0,2
4881,Koramangala,1300.0,2.0,110.0,2
4883,Koramangala,1325.0,2.0,119.0,2
4884,Koramangala,1140.0,2.0,75.2,2
4885,Koramangala,1260.0,2.0,100.0,2
4886,Koramangala,1975.0,3.0,210.0,3
4887,Koramangala,1900.0,2.0,200.0,2
4889,Koramangala,2292.0,3.0,286.0,3
4890,Koramangala,2300.0,3.0,290.0,3
4893,Koramangala,2503.0,6.0,325.0,4
4895,Koramangala,1320.0,2.0,150.0,2
4896,Koramangala,1320.0,2.0,110.0,2
4897,Koramangala,5985.0,4.0,775.0,4
4898,Koramangala,2461.0,6.0,353.0,4
4900,Koramangala,2246.0,3.0,300.0,3
4903,Koramangala,1083.0,2.0,100.0,2
4904,Koramangala,1744.0,3.0,200.0,3
4905,Koramangala,1180.0,2.0,128.0,2
4906,Koramangala,1320.0,2.0,160.0,2
4907,Koramangala,1370.0,2.0,125.0,2
4908,Koramangala,1100.0,2.0,85.0,2
4909,Koramangala,1249.0,2.0,165.0,2
4910,Koramangala,1200.0,2.0,100.0,2
4912,Koramangala,2223.0,3.0,300.0,3
4913,Koramangala,1744.0,4.0,210.0,3
4914,Koramangala,1866.0,4.0,245.0,3
4915,Koramangala,1320.0,2.0,160.0,2
4916,Koramangala,1350.0,2.0,103.0,2
4917,Koramangala,6000.0,4.0,625.0,4
4919,Koramangala,1320.0,2.0,160.0,2
4920,Koramangala,1710.0,3.0,210.0,3
4921,Koramangala,1355.0,2.0,95.0,2
4922,Koramangala,1600.0,3.0,170.0,3
4923,Koramangala,1260.0,2.0,100.0,2
4926,Kothannur,1206.0,2.0,48.23,2
4927,Kothannur,1853.0,3.0,82.0,3
4929,Kothannur,1100.0,2.0,40.0,2
4930,Kothannur,1300.0,2.0,60.0,3
4931,Kothannur,1197.0,2.0,47.88,2
4932,Kothannur,740.0,2.0,34.0,2
4933,Kothannur,1197.0,2.0,47.8,2
4934,Kothannur,1070.0,2.0,42.79,2
4939,Kothannur,1070.0,2.0,38.6,2
4940,Kothannur,2000.0,4.0,95.0,4
4941,Kothannur,1350.0,2.0,42.0,2
4942,Kothannur,1485.0,2.0,59.4,3
4943,Kothannur,1215.0,2.0,48.6,3
4944,Kothannur,1085.0,2.0,34.2,2
4945,Kothannur,820.0,2.0,37.0,2
4946,Kothannur,1404.0,2.0,56.15,3
4948,Kothanur,1200.0,2.0,51.0,2
4949,Kothanur,2400.0,2.0,150.0,3
4950,Kothanur,1828.0,3.0,110.0,3
4951,Kothanur,1186.0,2.0,58.0,2
4953,Kothanur,1847.0,3.0,105.0,3
4956,Kothanur,9600.0,5.0,550.0,5
4957,Kothanur,1435.0,3.0,70.0,3
4958,Kothanur,1187.0,2.0,58.0,2
4959,Kothanur,1847.0,3.0,110.0,3
4960,Kothanur,1460.0,3.0,71.0,3
4961,Kothanur,4000.0,6.0,150.0,6
4962,Kothanur,1185.0,2.0,59.0,2
4963,Kothanur,1436.0,3.0,70.0,3
4964,Kothanur,1462.0,3.0,71.0,3
4965,Kothanur,1790.0,3.0,105.0,3
4967,Kothanur,1070.0,2.0,45.5,2
4969,Kothanur,1145.0,2.0,56.0,2
4970,Kothanur,3401.0,5.0,230.0,4
4971,Kothanur,1455.0,2.0,69.0,2
4972,Kothanur,627.0,1.0,30.0,1
4973,Kothanur,1302.0,2.0,68.5,2
4974,Kothanur,1760.0,3.0,111.0,3
4975,Kothanur,1185.0,2.0,58.0,2
4976,Kothanur,1500.0,1.0,75.0,1
4977,Kothanur,1075.0,2.0,53.0,2
4978,Kothanur,1790.0,3.0,97.0,3
4979,Kothanur,2700.0,4.0,175.0,4
4980,Kothanur,1786.0,2.0,106.0,3
4981,Kothanur,1787.0,3.0,107.0,3
4982,Kothanur,1141.0,2.0,54.0,2
4983,Kothanur,1760.0,3.0,110.0,3
4985,Kothanur,1050.0,5.0,80.0,8
4986,Kothanur,1160.0,2.0,57.0,2
4987,Kothanur,1095.0,2.0,55.0,2
4988,Kothanur,1142.0,2.0,56.0,2
4989,Kothanur,1074.0,2.0,54.0,2
4990,Kothanur,1285.0,2.0,60.0,2
4991,Kothanur,1075.0,2.0,53.0,2
4992,Kothanur,1140.0,2.0,56.0,2
4993,Kothanur,1400.0,2.0,70.0,2
4996,Kothanur,1140.0,2.0,56.0,2
4997,Kothanur,1787.0,3.0,120.0,3
4998,Kothanur,1185.0,2.0,59.0,2
5000,Kothanur,1790.0,3.0,105.0,3
5001,Kothanur,1130.0,2.0,55.0,2
5002,Kothanur,1094.0,2.0,54.0,2
5003,Kothanur,1170.0,3.0,80.0,3
5004,Kothanur,1400.0,2.0,65.0,2
5005,Kothanur,1195.0,2.0,59.0,2
5006,Kothanur,1790.0,3.0,120.0,3
5007,Kothanur,1454.0,3.0,71.5,3
5008,Kudlu,1152.0,2.0,53.5,2
5009,Kudlu,1027.0,2.0,43.0,2
5010,Kudlu,1092.0,2.0,44.0,2
5011,Kudlu,1027.0,2.0,43.0,2
5012,Kudlu,1092.0,2.0,44.0,2
5013,Kudlu,1143.0,2.0,55.0,2
5015,Kudlu,1024.0,2.0,44.0,2
5017,Kudlu,1600.0,3.0,79.0,3
5018,Kudlu,1027.0,2.0,42.0,2
5019,Kudlu,1076.0,2.0,50.0,2
5020,Kudlu,1027.0,2.0,44.0,2
5021,Kudlu,1084.0,2.0,53.0,2
5022,Kudlu,1300.0,2.0,56.0,2
5023,Kudlu,1027.0,2.0,44.0,2
5024,Kudlu,1245.0,2.0,60.0,3
5025,Kudlu,1027.0,2.0,44.0,2
5026,Kudlu,1110.0,2.0,46.0,2
5027,Kudlu,2100.0,3.0,114.0,4
5028,Kudlu,1027.0,2.0,44.0,2
5029,Kudlu,720.0,1.0,33.0,1
5030,Kudlu,1027.0,2.0,44.0,2
5031,Kudlu,1162.0,2.0,52.0,2
5032,Kudlu,1041.0,2.0,53.0,2
5033,Kudlu Gate,1535.0,3.0,83.0,3
5034,Kudlu Gate,1535.0,3.0,85.0,3
5036,Kudlu Gate,1535.0,3.0,86.0,3
5037,Kudlu Gate,1564.0,2.0,92.0,3
5039,Kudlu Gate,1238.0,2.0,55.0,2
5040,Kudlu Gate,1707.0,2.0,99.745,3
5041,Kudlu Gate,1335.0,3.0,89.0,3
5042,Kudlu Gate,703.0,1.0,52.0,1
5043,Kudlu Gate,1535.0,3.0,86.0,3
5044,Kudlu Gate,1532.0,3.0,83.0,3
5045,Kudlu Gate,1113.0,2.0,50.0,2
5047,Kudlu Gate,1185.0,2.0,50.0,2
5051,Kudlu Gate,1215.0,2.0,45.0,2
5052,Kudlu Gate,812.0,2.0,38.25,2
5053,Kudlu Gate,1547.0,2.0,103.0,2
5054,Kudlu Gate,1336.0,2.0,86.0,2
5055,Kudlu Gate,1919.0,3.0,121.0,3
5056,Kudlu Gate,1464.0,3.0,56.0,2
5057,Kudlu Gate,1535.0,3.0,85.0,3
5058,Kudlu Gate,1850.0,3.0,120.0,3
5059,Kudlu Gate,940.0,2.0,69.57,2
5060,Kudlu Gate,1215.0,2.0,44.96,2
5061,Kudlu Gate,1164.0,2.0,75.0,2
5062,Kudlu Gate,3850.0,6.0,205.0,4
5063,Kudlu Gate,1183.0,2.0,79.54,2
5064,Kudlu Gate,1850.0,3.0,110.0,3
5066,Kudlu Gate,1183.0,2.0,79.54,2
5067,Kudlu Gate,1200.0,2.0,44.4,2
5069,Kudlu Gate,1310.0,2.0,53.0,2
5070,Kumaraswami Layout,800.0,7.0,105.0,7
5071,Kumaraswami Layout,2000.0,4.0,139.0,4
5072,Kumaraswami Layout,1270.0,4.0,128.0,5
5073,Kumaraswami Layout,1000.0,2.0,48.5,2
5074,Kumaraswami Layout,1000.0,2.0,58.0,2
5075,Kumaraswami Layout,2400.0,7.0,125.0,7
5076,Kumaraswami Layout,2600.0,4.0,325.0,4
5077,Kumaraswami Layout,800.0,1.0,90.0,2
5078,Kumaraswami Layout,2400.0,2.0,125.0,3
5079,Kumaraswami Layout,1310.0,2.0,70.0,3
5080,Kumaraswami Layout,623.0,4.0,75.0,4
5081,Kumaraswami Layout,600.0,2.0,72.0,4
5082,Kumaraswami Layout,850.0,1.0,78.0,1
5083,Kumaraswami Layout,2600.0,4.0,300.0,4
5084,Kumaraswami Layout,1310.0,2.0,85.0,3
5085,Kumaraswami Layout,2040.0,4.0,123.0,7
5086,Kumaraswami Layout,600.0,2.0,72.0,2
5087,Kumaraswami Layout,1200.0,3.0,75.0,3
5088,Kumaraswami Layout,1081.0,2.0,60.0,2
5089,Kundalahalli,1724.0,3.0,125.0,3
5090,Kundalahalli,1030.0,2.0,49.0,2
5091,Kundalahalli,735.0,2.0,57.99,2
5092,Kundalahalli,1047.0,2.0,82.0,2
5093,Kundalahalli,1397.0,3.0,105.0,3
5094,Kundalahalli,1724.0,3.0,127.0,3
5095,Kundalahalli,1010.0,2.0,49.27,2
5096,Kundalahalli,1397.0,3.0,110.0,3
5097,Kundalahalli,1397.0,3.0,104.0,3
5098,Kundalahalli,1397.0,3.0,108.0,3
5099,Kundalahalli,1920.0,3.0,150.0,3
5100,Kundalahalli,1397.0,3.0,105.0,3
5102,Kundalahalli,1724.0,3.0,124.0,3
5103,Kundalahalli,1047.0,2.0,84.0,2
5104,Kundalahalli,1047.0,2.0,83.0,2
5105,Kundalahalli,7000.0,4.0,550.0,4
5107,Kundalahalli,1120.0,2.0,53.76,2
5108,Kundalahalli,1047.0,2.0,82.62,2
5109,Kundalahalli,1047.0,2.0,91.0,2
5110,Kundalahalli,1724.0,3.0,146.0,3
5111,Kundalahalli,1600.0,3.0,170.0,3
5113,Kundalahalli,1724.0,3.0,125.0,3
5114,Kundalahalli,1010.0,2.0,48.27,2
5115,Kundalahalli,1047.0,2.0,89.0,2
5116,Kundalahalli,2500.0,5.0,245.0,4
5117,Kundalahalli,1397.0,3.0,105.0,3
5119,Kundalahalli,1047.0,2.0,72.0,2
5120,Kundalahalli,1260.0,2.0,58.0,2
5121,Kundalahalli,3092.0,4.0,230.0,4
5122,Kundalahalli,1065.0,2.0,70.0,2
5123,Kundalahalli,1724.0,3.0,146.0,3
5124,Kundalahalli,1047.0,2.0,91.0,2
5125,Kundalahalli,1724.0,3.0,128.0,3
5126,Kundalahalli,1315.0,2.0,74.0,2
5127,Kundalahalli,2100.0,3.0,150.0,3
5128,Kundalahalli,1724.0,3.0,125.0,3
5129,Kundalahalli,1724.0,3.0,140.0,3
5130,Kundalahalli,1175.0,2.0,65.0,2
5132,LB Shastri Nagar,1043.0,2.0,55.0,2
5133,LB Shastri Nagar,1184.0,2.0,69.0,2
5134,LB Shastri Nagar,665.0,1.0,32.0,1
5135,LB Shastri Nagar,1250.0,2.0,48.5,2
5136,LB Shastri Nagar,1400.0,2.0,80.0,3
5137,LB Shastri Nagar,1184.0,2.0,62.0,2
5138,LB Shastri Nagar,1200.0,2.0,47.0,2
5139,LB Shastri Nagar,1200.0,2.0,75.0,2
5140,LB Shastri Nagar,1000.0,2.0,49.5,2
5141,Laggere,2800.0,5.0,125.0,5
5142,Laggere,1200.0,1.0,125.0,1
5143,Laggere,1200.0,2.0,75.0,2
5144,Laggere,620.0,2.0,48.0,1
5145,Laggere,1800.0,8.0,110.0,8
5146,Laggere,1590.0,9.0,132.0,7
5147,Lakshminarayana Pura,1185.0,2.0,75.0,2
5148,Lakshminarayana Pura,1600.0,2.0,108.0,3
5149,Lakshminarayana Pura,1180.0,2.0,75.0,2
5150,Lakshminarayana Pura,1172.0,2.0,82.0,2
5151,Lakshminarayana Pura,1179.0,2.0,75.0,2
5152,Lakshminarayana Pura,1149.0,2.0,75.0,2
5153,Lakshminarayana Pura,1336.0,2.0,100.0,2
5154,Lakshminarayana Pura,1175.0,2.0,75.0,2
5155,Lakshminarayana Pura,1190.0,2.0,75.0,2
5156,Lakshminarayana Pura,1200.0,2.0,75.0,2
5157,Lakshminarayana Pura,1200.0,2.0,75.0,2
5158,Lakshminarayana Pura,1165.0,2.0,75.0,2
5159,Lakshminarayana Pura,1145.0,2.0,75.0,2
5160,Lakshminarayana Pura,1500.0,3.0,104.0,3
5161,Lakshminarayana Pura,1210.0,2.0,75.0,2
5162,Lakshminarayana Pura,1169.0,2.0,75.0,2
5163,Lakshminarayana Pura,1200.0,2.0,75.0,2
5164,Lakshminarayana Pura,1172.0,2.0,75.0,2
5165,Lakshminarayana Pura,1172.0,2.0,75.0,2
5166,Lakshminarayana Pura,1180.0,2.0,75.0,2
5167,Lakshminarayana Pura,1200.0,2.0,83.0,2
5168,Lakshminarayana Pura,1200.0,2.0,80.0,2
5169,Lakshminarayana Pura,1195.0,2.0,75.0,2
5170,Lakshminarayana Pura,1200.0,2.0,80.0,2
5171,Lingadheeranahalli,1521.0,3.0,95.0,3
5172,Lingadheeranahalli,1511.0,3.0,95.0,3
5173,Lingadheeranahalli,1683.0,3.0,109.0,3
5174,Lingadheeranahalli,1519.0,3.0,93.0,3
5175,Lingadheeranahalli,1521.0,3.0,94.99,3
5176,Lingadheeranahalli,1682.0,3.0,120.0,3
5177,Lingadheeranahalli,1521.0,3.0,94.71,3
5178,Lingadheeranahalli,1893.0,3.0,130.0,3
5179,Lingadheeranahalli,1705.0,3.0,110.0,3
5180,Lingadheeranahalli,2245.0,4.0,154.0,4
5181,Lingadheeranahalli,1682.0,3.0,113.0,3
5182,Lingadheeranahalli,1682.0,3.0,114.0,3
5183,Lingadheeranahalli,1506.0,3.0,95.0,3
5184,Lingadheeranahalli,1683.0,3.0,110.0,3
5185,Lingadheeranahalli,1684.0,3.0,120.0,3
5186,Lingadheeranahalli,2236.0,4.0,153.0,4
5187,Lingadheeranahalli,1894.0,4.0,114.0,3
5188,Lingadheeranahalli,2240.0,4.0,160.0,4
5189,Magadi Road,3600.0,6.0,141.0,6
5190,Magadi Road,1116.0,2.0,50.0,2
5192,Magadi Road,884.0,2.0,41.1,2
5193,Magadi Road,1005.0,2.0,55.78,2
5194,Magadi Road,1000.0,2.0,46.5,2
5195,Magadi Road,1500.0,2.0,93.0,4
5196,Magadi Road,1350.0,1.0,100.0,2
5198,Magadi Road,1345.0,2.0,55.0,2
5200,Magadi Road,5000.0,6.0,360.0,5
5201,Magadi Road,1116.0,2.0,51.89,2
5202,Magadi Road,1052.0,2.0,60.0,3
5203,Magadi Road,940.0,2.0,50.0,2
5204,Magadi Road,1318.0,2.0,68.0,3
5205,Magadi Road,800.0,4.0,60.0,4
5207,Magadi Road,884.0,2.0,48.0,2
5209,Mahadevpura,1150.0,2.0,52.0,2
5210,Mahadevpura,1250.0,2.0,52.0,2
5211,Mahadevpura,1260.0,2.0,57.6,2
5212,Mahadevpura,730.0,1.0,35.0,1
5213,Mahadevpura,1434.0,2.0,67.39,3
5214,Mahadevpura,1146.0,2.0,53.8,2
5215,Mahadevpura,1532.0,2.0,62.0,2
5216,Mahadevpura,1620.0,2.0,76.0,3
5217,Mahadevpura,1136.0,2.0,64.5,2
